first;second;tupleType;plagType;plagTypeGroup;tool;similarity
student4261;student2371;Original-Original;SMM;z5z5;SMM;10.684474123539232
student4261;student3485;Original-Original;SMM;z5z5;SMM;10.631229235880399
student5536;student8288;Original-Original;SMM;z5z5;SMM;10.38961038961039
student8789;student3485;Original-Original;SMM;z5z5;SMM;10.362694300518134
student8789;student8288;Original-Original;SMM;z5z5;SMM;10.289389067524116
student1547;student3542;Original-Original;SMM;z5z5;SMM;10.207336523125997
student2371;student3542;Original-Original;SMM;z5z5;SMM;9.831029185867896
student5829;student8412;Original-Original;SMM;z5z5;SMM;9.523809523809524
student3542;student8288;Original-Original;SMM;z5z5;SMM;8.951048951048952
gpt13-student8288;student8288;Plag-Original;SMM;z5z5;SMM;8.928571428571429
student2664;student4261;Original-Original;SMM;z5z5;SMM;8.356545961002785
student5829;student1547;Original-Original;SMM;z5z5;SMM;8.310249307479225
student6363;student1649;Original-Original;SMM;z5z5;SMM;8.284023668639055
student2664;student8789;Original-Original;SMM;z5z5;SMM;7.854984894259818
student2664;student8576;Original-Original;SMM;z5z5;SMM;7.83132530120482
student1649;student4261;Original-Original;SMM;z5z5;SMM;7.434944237918216
student2664;student1547;Original-Original;SMM;z5z5;SMM;7.29483282674772
student5829;student6363;Original-Original;SMM;z5z5;SMM;7.164179104477612
student1649;student5536;Original-Original;SMM;z5z5;SMM;7.142857142857142
student2664;student2267;Original-Original;SMM;z5z5;SMM;7.103825136612022
student8789;student3542;Original-Original;SMM;z5z5;SMM;7.035175879396985
student5829;student1649;Original-Original;SMM;z5z5;SMM;6.976744186046512
student5829;student2371;Original-Original;SMM;z5z5;SMM;6.63265306122449
student1649;student3542;Original-Original;SMM;z5z5;SMM;6.557377049180328
student5829;student4261;Original-Original;SMM;z5z5;SMM;6.417112299465241
student2664;student8705;Original-Original;SMM;z5z5;SMM;0.0
student8089;student8705;Original-Original;SMM;z5z5;SMM;0.0
student2664;student6363;Original-Original;SMM;z5z5;SMM;0.0
student8089;student6363;Original-Original;SMM;z5z5;SMM;0.0
student5829;student8789;Original-Original;SMM;z5z5;SMM;0.0
student8089;student8789;Original-Original;SMM;z5z5;SMM;0.0
student2664;student9081;Original-Original;SMM;z5z5;SMM;0.0
student8089;student9081;Original-Original;SMM;z5z5;SMM;0.0
student2664;student3485;Original-Original;SMM;z5z5;SMM;0.0
student8089;student3485;Original-Original;SMM;z5z5;SMM;0.0
student8089;student1547;Original-Original;SMM;z5z5;SMM;0.0
