first;second;tupleType;plagType;plagTypeGroup;tool;similarity
gpt10-student8886;student8886;Plag-Original;Base;z5z1;Base;100.0
gpt10-student4167;student4167;Plag-Original;Base;z5z1;Base;100.0
gpt10-student9443;student9443;Plag-Original;Base;z5z1;Base;94.41340782122904
student4167;gpt8-student4167;Plag-Original;Base;z5z1;Base;83.03249097472924
gpt5-student4167;student4167;Plag-Original;Base;z5z1;Base;73.8197424892704
gpt11-student4167;student4167;Plag-Original;Base;z5z1;Base;69.05829596412556
gpt10-student4011;student4011;Plag-Original;Base;z5z1;Base;66.25766871165644
student4167;gpt12-student4167;Plag-Original;Base;z5z1;Base;65.32258064516128
gpt7-student4167;student4167;Plag-Original;Base;z5z1;Base;57.14285714285714
student4167;gpt13-student4167;Plag-Original;Base;z5z1;Base;50.184501845018445
gpt0-student4167;student4167;Plag-Original;Base;z5z1;Base;50.0
student4167;gpt1-student4167;Plag-Original;Base;z5z1;Base;50.0
gpt3-student4167;student4167;Plag-Original;Base;z5z1;Base;48.484848484848484
gpt14-student4011;student4011;Plag-Original;Base;z5z1;Base;48.41075794621027
gpt4-student4167;student4167;Plag-Original;Base;z5z1;Base;47.963800904977376
gpt13-student4011;student4011;Plag-Original;Base;z5z1;Base;44.60966542750929
gpt6-student4167;student4167;Plag-Original;Base;z5z1;Base;44.14414414414414
gpt9-student4011;student4011;Plag-Original;Base;z5z1;Base;43.57976653696498
gpt12-student4011;student4011;Plag-Original;Base;z5z1;Base;42.92929292929293
student4167;gpt14-student4167;Plag-Original;Base;z5z1;Base;42.471042471042466
student1551;student8118;Original-Original;Base;z5z1;Base;39.93344425956739
student1583;student6267;Original-Original;Base;z5z1;Base;39.70276008492569
gpt10-student2664;student2664;Plag-Original;Base;z5z1;Base;38.225806451612904
student4011;student8118;Original-Original;Base;z5z1;Base;38.16912335143522
gpt11-student9443;student9443;Plag-Original;Base;z5z1;Base;37.55458515283843
gpt9-student4167;student4167;Plag-Original;Base;z5z1;Base;37.32057416267943
student6516;student4628;Original-Original;Base;z5z1;Base;36.93877551020408
student9160;student5829;Original-Original;Base;z5z1;Base;36.70411985018727
gpt8-student4011;student4011;Plag-Original;Base;z5z1;Base;36.58536585365854
student8412;student6516;Original-Original;Base;z5z1;Base;36.46408839779006
gpt12-student8886;student8886;Plag-Original;Base;z5z1;Base;36.41881638846737
student9160;student4011;Original-Original;Base;z5z1;Base;34.641638225255974
student8665;student4628;Original-Original;Base;z5z1;Base;34.13111342351717
gpt7-student8886;student8886;Plag-Original;Base;z5z1;Base;33.99089529590288
gpt5-student4011;student4011;Plag-Original;Base;z5z1;Base;32.275862068965516
student9451;student1547;Original-Original;Base;z5z1;Base;32.01911589008363
student8705;student3568;Original-Original;Base;z5z1;Base;31.936758893280633
student8412;student1551;Original-Original;Base;z5z1;Base;31.890179514255546
student9160;student8560;Original-Original;Base;z5z1;Base;31.644583008573658
gpt11-student4011;student4011;Plag-Original;Base;z5z1;Base;31.448275862068964
student7255;student1583;Original-Original;Base;z5z1;Base;31.158455392809586
student2664;student1597;Original-Original;Base;z5z1;Base;31.085420680796403
student7888;student6267;Original-Original;Base;z5z1;Base;30.963972736124635
student6516;student3568;Original-Original;Base;z5z1;Base;30.91703056768559
student8705;student9160;Original-Original;Base;z5z1;Base;30.61049011177988
student4011;student3568;Original-Original;Base;z5z1;Base;30.4552590266876
gpt14-student8886;student8886;Plag-Original;Base;z5z1;Base;30.312035661218424
student3568;student1597;Original-Original;Base;z5z1;Base;29.922279792746114
student8560;student1597;Original-Original;Base;z5z1;Base;29.839228295819936
student6516;student6267;Original-Original;Base;z5z1;Base;29.735234215885946
student2267;student3568;Original-Original;Base;z5z1;Base;29.662261380323052
student1583;student8560;Original-Original;Base;z5z1;Base;29.56989247311828
gpt13-student9443;student9443;Plag-Original;Base;z5z1;Base;29.444444444444446
student4011;student5829;Original-Original;Base;z5z1;Base;29.31937172774869
student3568;student8560;Original-Original;Base;z5z1;Base;29.314079422382672
student3568;student5829;Original-Original;Base;z5z1;Base;29.0883785664579
student6516;student8560;Original-Original;Base;z5z1;Base;29.06574394463668
student6516;student1424;Original-Original;Base;z5z1;Base;29.04162633107454
student9160;student3568;Original-Original;Base;z5z1;Base;28.61635220125786
student8560;student3485;Original-Original;Base;z5z1;Base;28.47411444141689
student2267;student8118;Original-Original;Base;z5z1;Base;28.467683369644153
student8560;student8288;Original-Original;Base;z5z1;Base;28.45744680851064
student2267;student5961;Original-Original;Base;z5z1;Base;27.878787878787882
